napkins,tropical fruit,99
butter,tropical fruit,98
cream cheese,rolls/buns,98
coffee,soda,98
oil,other vegetables,98
domestic eggs,whipped/sour cream,98
meat,other vegetables,98
meat,whole milk,98
napkins,root vegetables,98
dessert,yogurt,97
dessert,soda,97
frozen meals,whole milk,97
coffee,yogurt,96
citrus fruit,shopping bags,96
citrus fruit,pastry,96
bottled beer,root vegetables,95
brown bread,pastry,95
butter,domestic eggs,95
chicken,rolls/buns,95
domestic eggs,sausage,94
fruit/vegetable juice,pip fruit,94
pork,yogurt,94
hygiene articles,other vegetables,94
soda,waffles,94
hard cheese,other vegetables,93
frankfurter,tropical fruit,93
onions,root vegetables,93
margarine,tropical fruit,92
coffee,shopping bags,92
salty snack,soda,92
pip fruit,shopping bags,92
brown bread,shopping bags,91
bottled beer,yogurt,91
baking powder,whole milk,91
pip fruit,whipped/sour cream,91
chocolate,yogurt,91
butter,citrus fruit,90
ham,other vegetables,90
bottled water,domestic eggs,90
rolls/buns,waffles,90
domestic eggs,pastry,89
canned beer,other vegetables,89
white bread,yogurt,89
berries,whipped/sour cream,89
grapes,other vegetables,89
other vegetables,sliced cheese,89
fruit/vegetable juice,whipped/sour cream,89
sausage,whipped/sour cream,89
domestic eggs,shopping bags,89
bottled water,pastry,88
bottled water,butter,88
detergent,whole milk,88
butter,soda,87
canned beer,whole milk,87
cat food,whole milk,87
long life bakery product,yogurt,86
tropical fruit,white bread,86
bottled water,whipped/sour cream,86
frozen vegetables,tropical fruit,86
hamburger meat,rolls/buns,85
bottled water,napkins,85
candy,soda,85
domestic eggs,pip fruit,85
frozen vegetables,soda,85
butter,sausage,85
butter milk,yogurt,84
fruit/vegetable juice,pastry,84
margarine,pip fruit,84
pork,tropical fruit,84
flour,whole milk,83
beef,citrus fruit,83
newspapers,pastry,83
brown bread,citrus fruit,82
chicken,yogurt,82
frankfurter,pastry,82
brown bread,fruit/vegetable juice,82
citrus fruit,newspapers,82
domestic eggs,margarine,82
chicken,soda,82
fruit/vegetable juice,newspapers,81
candy,whole milk,81
bottled beer,tropical fruit,81
pork,whipped/sour cream,81
frankfurter,shopping bags,81
bottled water,brown bread,81
UHT-milk,other vegetables,80
chocolate,tropical fruit,80
chocolate,shopping bags,80
curd,soda,80
beef,soda,80
newspapers,sausage,79
domestic eggs,fruit/vegetable juice,79
sliced cheese,yogurt,79
butter,fruit/vegetable juice,79
bottled water,canned beer,79
specialty chocolate,whole milk,79
chocolate,pastry,79
citrus fruit,margarine,78
shopping bags,whipped/sour cream,78
long life bakery product,rolls/buns,78
root vegetables,white bread,78
frozen vegetables,whipped/sour cream,78
frozen vegetables,fruit/vegetable juice,77
bottled beer,sausage,77
curd,pip fruit,77
herbs,other vegetables,76
herbs,whole milk,76
UHT-milk,soda,75
beef,tropical fruit,75
brown bread,newspapers,75
butter milk,rolls/buns,75
curd,sausage,75
rolls/buns,sliced cheese,75
beef,pork,75
citrus fruit,napkins,75
brown bread,pip fruit,75
butter,pastry,75
long life bakery product,soda,75
waffles,yogurt,74
cream cheese,root vegetables,74
curd,pastry,74
soft cheese,whole milk,74
frozen meals,other vegetables,74
pastry,whipped/sour cream,74
fruit/vegetable juice,white bread,73
bottled water,pork,73
shopping bags,white bread,73
UHT-milk,yogurt,73
soda,sugar,72
misc. beverages,soda,72
bottled water,frankfurter,72
frozen vegetables,pip fruit,72
hygiene articles,yogurt,72
bottled water,coffee,72
berries,soda,72
coffee,root vegetables,72
UHT-milk,bottled water,72
grapes,whole milk,72
baking powder,other vegetables,72
butter,pip fruit,72
cream cheese,tropical fruit,71
soda,specialty bar,71
onions,yogurt,71
frankfurter,pip fruit,71
sausage,white bread,71
napkins,shopping bags,71
napkins,whipped/sour cream,71
chicken,whipped/sour cream,71
newspapers,whipped/sour cream,71
citrus fruit,curd,70
candy,rolls/buns,70
semi-finished bread,whole milk,70
coffee,tropical fruit,70
pickled vegetables,whole milk,70
brown bread,frankfurter,70
margarine,newspapers,70
margarine,sausage,70
other vegetables,soft cheese,70
pastry,waffles,69
processed cheese,whole milk,69
rolls/buns,sugar,69
domestic eggs,frankfurter,69
sausage,sliced cheese,69
misc. beverages,whole milk,69
herbs,root vegetables,69
napkins,pastry,69
bottled beer,fruit/vegetable juice,69
oil,root vegetables,69
hygiene articles,soda,69
candy,other vegetables,68
coffee,pastry,68
ham,rolls/buns,68
domestic eggs,newspapers,68
coffee,sausage,68
fruit/vegetable juice,napkins,68
potted plants,whole milk,68
coffee,pip fruit,68
newspapers,shopping bags,68
sugar,yogurt,68
chicken,citrus fruit,68
meat,rolls/buns,68
butter,curd,67
cream cheese,soda,67
margarine,whipped/sour cream,67
beverages,whole milk,67
brown bread,domestic eggs,67
onions,rolls/buns,67
dessert,rolls/buns,67
margarine,pastry,67
chocolate,fruit/vegetable juice,67
beef,whipped/sour cream,66
butter,margarine,66
napkins,sausage,66
napkins,pip fruit,66
newspapers,pip fruit,66
chicken,frozen vegetables,66
berries,tropical fruit,66
hygiene articles,tropical fruit,66
ham,yogurt,66
pip fruit,white bread,65
newspapers,pork,65
root vegetables,waffles,65
chocolate,sausage,65
berries,rolls/buns,65
berries,root vegetables,65
citrus fruit,frozen vegetables,65
brown bread,margarine,64
pork,sausage,64
specialty bar,whole milk,64
cat food,other vegetables,64
curd,domestic eggs,64
citrus fruit,frankfurter,64
citrus fruit,pork,64
hamburger meat,yogurt,64
rolls/buns,white bread,64
UHT-milk,rolls/buns,63
root vegetables,sugar,63
chocolate,citrus fruit,63
cream cheese,whipped/sour cream,63
frozen vegetables,pork,63
hard cheese,yogurt,63
chocolate,root vegetables,63
chicken,tropical fruit,63
detergent,other vegetables,63
citrus fruit,coffee,63
other vegetables,pickled vegetables,63
frankfurter,margarine,63
margarine,pork,63
pork,shopping bags,63
beef,newspapers,63
flour,other vegetables,62
curd,margarine,62
pastry,pork,62
canned beer,sausage,62
beef,pastry,62
soda,specialty chocolate,62
long life bakery product,tropical fruit,62
dessert,tropical fruit,62
hamburger meat,root vegetables,61
bottled water,frozen vegetables,61
frozen meals,yogurt,61
beef,margarine,61
napkins,newspapers,61
fruit/vegetable juice,long life bakery product,61
salty snack,yogurt,61
chicken,domestic eggs,61
butter,chocolate,61
fruit/vegetable juice,margarine,61
dessert,shopping bags,61
frankfurter,whipped/sour cream,61
beef,bottled water,61
frozen meals,soda,61
cat food,yogurt,61
hygiene articles,napkins,60
pip fruit,pork,60
pasta,whole milk,60
bottled beer,margarine,60
bottled beer,citrus fruit,60
ice cream,soda,60
cream cheese,pip fruit,60
bottled water,curd,60
tropical fruit,waffles,60
chocolate,pip fruit,60
coffee,whipped/sour cream,60
other vegetables,specialty chocolate,60
grapes,tropical fruit,60
fruit/vegetable juice,salty snack,59
coffee,fruit/vegetable juice,59
dishes,other vegetables,59
soft cheese,yogurt,59
domestic eggs,napkins,59
frozen vegetables,sausage,59
dessert,fruit/vegetable juice,59
salty snack,shopping bags,59
beef,domestic eggs,59
long life bakery product,pastry,58
bottled water,onions,58
dessert,sausage,58
frankfurter,pork,58
ice cream,whole milk,58
hygiene articles,rolls/buns,58
bottled water,cream cheese,58
hard cheese,rolls/buns,58
bottled beer,pip fruit,58
hamburger meat,soda,57
bottled beer,butter,57
domestic eggs,white bread,57
beef,butter,57
brown bread,butter,57
chicken,pork,57
bottled water,chocolate,57
butter,newspapers,57
dessert,root vegetables,57
long life bakery product,whipped/sour cream,57
butter,chicken,57
chocolate,waffles,57
butter,frozen vegetables,57
bottled water,hygiene articles,56
citrus fruit,cream cheese,56
margarine,shopping bags,56
cream cheese,fruit/vegetable juice,56
onions,tropical fruit,56
curd,newspapers,56
rolls/buns,specialty bar,55
bottled beer,shopping bags,55
misc. beverages,other vegetables,55
cream cheese,shopping bags,55
other vegetables,specialty bar,55
pastry,white bread,55
domestic eggs,pork,55
salty snack,tropical fruit,55
hard cheese,root vegetables,55
beef,sausage,55
citrus fruit,onions,55
cream cheese,sausage,55
cake bar,whole milk,55
root vegetables,sliced cheese,55
brown bread,pork,55
rolls/buns,specialty chocolate,55
beverages,yogurt,54
margarine,sugar,54
other vegetables,processed cheese,54
candy,yogurt,54
shopping bags,waffles,54
frozen meals,tropical fruit,54
whipped/sour cream,white bread,54
chocolate,newspapers,54
meat,soda,54
butter milk,tropical fruit,54
butter,pork,54
candy,tropical fruit,53
long life bakery product,sausage,53
ham,tropical fruit,53
curd,shopping bags,53
dessert,pastry,53
berries,citrus fruit,53
bottled beer,frankfurter,53
long life bakery product,shopping bags,53
rolls/buns,soft cheese,53
chewing gum,soda,53
beverages,rolls/buns,53
hygiene articles,root vegetables,53
canned beer,yogurt,53
dishes,whole milk,52
processed cheese,soda,52
frankfurter,fruit/vegetable juice,52
salty snack,sausage,52
bottled water,chicken,52
oil,yogurt,52
chicken,sausage,52
meat,sausage,52
meat,yogurt,52
long life bakery product,root vegetables,52
citrus fruit,hygiene articles,52
sliced cheese,tropical fruit,52
bottled water,misc. beverages,52
onions,soda,52
chocolate,long life bakery product,52
other vegetables,semi-finished bread,51
domestic eggs,frozen vegetables,51
bottled water,dessert,51
hard cheese,sausage,51
bottled beer,brown bread,51
frankfurter,white bread,51
chicken,newspapers,51
napkins,pork,51
pastry,salty snack,51
beverages,other vegetables,51
pastry,sugar,51
bottled beer,napkins,51
curd,dessert,51
mustard,whole milk,51
hamburger meat,sausage,51
hygiene articles,shopping bags,51
bottled beer,pork,51
salty snack,whipped/sour cream,51
frankfurter,frozen vegetables,50
ice cream,other vegetables,50
cream cheese,curd,50
butter milk,pip fruit,50
coffee,frankfurter,50
oil,rolls/buns,50
canned fish,other vegetables,50
frozen vegetables,margarine,50
onions,whipped/sour cream,50
waffles,whipped/sour cream,50
cream cheese,domestic eggs,50
ham,white bread,50
sliced cheese,soda,50
meat,root vegetables,50
butter milk,root vegetables,50
beef,fruit/vegetable juice,50
chewing gum,whole milk,50
coffee,domestic eggs,49
frankfurter,newspapers,49
sausage,waffles,49
other vegetables,red/blush wine,49
frozen fish,whole milk,49
dessert,pip fruit,49
ham,soda,49
candy,chocolate,49
UHT-milk,tropical fruit,49
berries,sausage,49
flour,sugar,49
butter,shopping bags,49
root vegetables,salty snack,49
rolls/buns,salty snack,49
canned beer,newspapers,49
domestic eggs,sugar,49
citrus fruit,oil,49
bottled beer,coffee,49
berries,shopping bags,49
chicken,shopping bags,49
butter,napkins,49
ham,sausage,49
bottled beer,newspapers,49
UHT-milk,root vegetables,48
brown bread,curd,48
sugar,whipped/sour cream,48
brown bread,cream cheese,48
bottled beer,red/blush wine,48
domestic eggs,onions,48
fruit/vegetable juice,pork,48
beef,shopping bags,48
flour,yogurt,48
curd,fruit/vegetable juice,48
butter,frankfurter,48
beef,pip fruit,48
dessert,whipped/sour cream,48
chocolate,napkins,48
frozen meals,rolls/buns,48
brown bread,canned beer,47
sugar,tropical fruit,47
citrus fruit,sugar,47
hygiene articles,pip fruit,47
domestic eggs,hygiene articles,47
chicken,pip fruit,47
chicken,pastry,47
frozen vegetables,pastry,47
specialty chocolate,yogurt,47
cat food,tropical fruit,47
long life bakery product,napkins,47
fruit/vegetable juice,sugar,47
coffee,sugar,47
canned fish,whole milk,47
bottled water,sugar,47
grapes,rolls/buns,47
pip fruit,sugar,47
curd,napkins,47
beverages,soda,47
brown bread,dessert,47
beef,frankfurter,47
other vegetables,roll products,47
beef,chicken,47
brown bread,napkins,47
butter,coffee,47
shopping bags,specialty chocolate,47
flour,root vegetables,46
cream cheese,margarine,46
grapes,yogurt,46
frozen fish,other vegetables,46
beef,curd,46
misc. beverages,rolls/buns,46
cat food,root vegetables,46
bottled beer,liquor,46
frozen vegetables,napkins,46
butter milk,fruit/vegetable juice,46
UHT-milk,shopping bags,46
processed cheese,rolls/buns,46
brown bread,whipped/sour cream,46
canned vegetables,other vegetables,46
rice,whole milk,46
oil,tropical fruit,46
coffee,margarine,46
brown bread,white bread,46
bottled beer,domestic eggs,46
oil,soda,46
frozen meals,shopping bags,46
roll products,whole milk,46
chicken,margarine,46
coffee,newspapers,45
chocolate,whipped/sour cream,45
frozen vegetables,newspapers,45
UHT-milk,citrus fruit,45
misc. beverages,tropical fruit,45
frozen meals,pip fruit,45
red/blush wine,soda,45
hygiene articles,pastry,45
cat food,soda,45
long life bakery product,pip fruit,45
baking powder,yogurt,45
cat food,shopping bags,45
butter milk,soda,45
chewing gum,other vegetables,45
beef,frozen vegetables,45
hamburger meat,pastry,45
bottled beer,pastry,45
baking powder,whipped/sour cream,45
beef,brown bread,44
pip fruit,waffles,44
coffee,frozen vegetables,44
candy,shopping bags,44
specialty bar,yogurt,44
hard cheese,whipped/sour cream,44
butter milk,citrus fruit,44
beef,berries,44
citrus fruit,white bread,44
cake bar,soda,44
grapes,root vegetables,44
misc. beverages,yogurt,44
pork,sugar,44
cream cheese,pastry,44
hamburger meat,pip fruit,44
curd,frozen vegetables,44
canned beer,pastry,44
margarine,napkins,44
bottled water,cat food,44
oil,whipped/sour cream,44
bottled water,white bread,43
butter,hamburger meat,43
hygiene articles,sausage,43
bottled water,grapes,43
bottled water,salty snack,43
long life bakery product,white bread,43
other vegetables,potted plants,43
butter,long life bakery product,43
detergent,root vegetables,43
shopping bags,sliced cheese,43
curd,frankfurter,43
butter,hygiene articles,43
processed cheese,tropical fruit,42
candy,root vegetables,42
bottled water,long life bakery product,42
semi-finished bread,tropical fruit,42
hamburger meat,whipped/sour cream,42
hamburger meat,tropical fruit,42
other vegetables,pasta,42
bottled water,waffles,42
berries,pastry,42
other vegetables,specialty cheese,42
canned beer,citrus fruit,42
misc. beverages,shopping bags,42
chocolate,white bread,42
pickled vegetables,rolls/buns,42
chocolate,pork,42
pastry,specialty bar,42
bottled beer,frozen vegetables,42
butter,white bread,42
citrus fruit,dessert,42
hygiene articles,whipped/sour cream,42
citrus fruit,waffles,42
UHT-milk,coffee,42
mustard,rolls/buns,42
onions,shopping bags,42
curd,pork,42
beverages,tropical fruit,42
UHT-milk,newspapers,42
bottled water,oil,41
ham,whipped/sour cream,41
fruit/vegetable juice,sliced cheese,41
fruit/vegetable juice,hard cheese,41
pork,white bread,41
pip fruit,sliced cheese,41
newspapers,waffles,41
rolls/buns,spread cheese,41
domestic eggs,ham,41
canned beer,coffee,41
processed cheese,white bread,41
ham,pastry,41
frozen vegetables,shopping bags,41
citrus fruit,long life bakery product,41
coffee,napkins,40
oil,sausage,40
long life bakery product,waffles,40
butter,cream cheese,40
berries,bottled water,40
beef,bottled beer,40
flour,whipped/sour cream,40
pasta,soda,40
canned beer,root vegetables,40
napkins,salty snack,40
bottled beer,chocolate,40
UHT-milk,brown bread,40
semi-finished bread,soda,40
ice cream,tropical fruit,40
pip fruit,salty snack,40
pickled vegetables,soda,40
grapes,soda,40
pickled vegetables,root vegetables,40
domestic eggs,hamburger meat,40
hard cheese,tropical fruit,40
canned fish,rolls/buns,40
beef,napkins,40
hard cheese,soda,40
butter,onions,40
UHT-milk,domestic eggs,40
cream cheese,napkins,40
chocolate,frankfurter,40
cat food,rolls/buns,39
other vegetables,turkey,39
detergent,yogurt,39
citrus fruit,hamburger meat,39
red/blush wine,rolls/buns,39
red/blush wine,whole milk,39
dessert,white bread,39
bottled beer,whipped/sour cream,39
frozen meals,fruit/vegetable juice,39
UHT-milk,margarine,39
UHT-milk,whole milk,39
frankfurter,napkins,39
bottled water,white wine,39
hamburger meat,shopping bags,39
bottled water,specialty chocolate,39
dessert,domestic eggs,39
canned beer,fruit/vegetable juice,39
butter,hard cheese,39
flower (seeds),whole milk,39
fruit/vegetable juice,misc. beverages,39
ham,pip fruit,39
packaged fruit/vegetables,whole milk,39
bottled beer,white bread,39
frozen dessert,whole milk,39
curd,hygiene articles,39
other vegetables,rice,39
candy,fruit/vegetable juice,39
UHT-milk,fruit/vegetable juice,39
salty snack,waffles,38
canned vegetables,whole milk,38
onions,pork,38
pasta,root vegetables,38
grapes,pastry,38
domestic eggs,hard cheese,38
fruit/vegetable juice,hygiene articles,38
salt,whole milk,38
bottled beer,curd,38
candy,citrus fruit,38
bottled water,sliced cheese,38
chicken,napkins,38
berries,domestic eggs,38
chicken,coffee,38
ham,shopping bags,38
brown bread,chocolate,38
frozen vegetables,long life bakery product,38
domestic eggs,long life bakery product,38
house keeping products,whole milk,38
chewing gum,rolls/buns,38
chocolate,coffee,38
fruit/vegetable juice,ham,38
frozen meals,root vegetables,38
sliced cheese,whipped/sour cream,38
butter milk,whipped/sour cream,38
brown bread,meat,38
potted plants,yogurt,38
hygiene articles,margarine,38
butter milk,shopping bags,38
citrus fruit,grapes,38
brown bread,frozen vegetables,38
flour,rolls/buns,37
bottled water,butter milk,37
pickled vegetables,yogurt,37
seasonal products,whole milk,37
berries,pip fruit,37
domestic eggs,oil,37
fruit/vegetable juice,oil,37
fruit/vegetable juice,waffles,37
frankfurter,onions,37
beef,hamburger meat,37
chocolate,cream cheese,37
specialty cheese,whole milk,37
flour,margarine,37
fruit/vegetable juice,onions,37
beef,cream cheese,37
pastry,specialty chocolate,37
frozen meals,sausage,37
grapes,pip fruit,37
dishes,yogurt,37
brown bread,coffee,37
baking powder,tropical fruit,37
frankfurter,sugar,37
pickled vegetables,tropical fruit,37
chicken,hamburger meat,37
margarine,white bread,37
cake bar,other vegetables,37
butter,sliced cheese,37
brown bread,butter milk,37
margarine,waffles,37
beef,coffee,37
coffee,cream cheese,37
UHT-milk,pip fruit,37
berries,butter,37
flower (seeds),other vegetables,37
cereals,whole milk,36
other vegetables,seasonal products,36
onions,sausage,36
cling film/bags,whole milk,36
butter milk,sausage,36
ham,root vegetables,36
cat food,citrus fruit,36
berries,fruit/vegetable juice,36
pastry,sliced cheese,36
chicken,frankfurter,36
chicken,fruit/vegetable juice,36
turkey,whole milk,36
other vegetables,salt,36
frozen meals,frozen vegetables,36
frozen dessert,other vegetables,36
candy,pastry,36
margarine,oil,36
sausage,sugar,36
chocolate,dessert,36
soda,white wine,36
citrus fruit,salty snack,36
candy,sausage,36
bottled water,candy,36
brown bread,chicken,36
chocolate,domestic eggs,36
UHT-milk,pastry,36
spread cheese,yogurt,35
bottled water,hard cheese,35
coffee,pork,35
candy,whipped/sour cream,35
dessert,newspapers,35
dessert,frankfurter,35
dessert,napkins,35
waffles,white bread,35
shopping bags,sugar,35
sweet spreads,whole milk,35
domestic eggs,salty snack,35
mayonnaise,other vegetables,35
frozen vegetables,white bread,35
cat food,sausage,35
butter,oil,35
baking powder,rolls/buns,35
chocolate,salty snack,35
butter,waffles,35
cream cheese,dessert,35
baking powder,root vegetables,35
fruit/vegetable juice,hamburger meat,35
semi-finished bread,yogurt,35
meat,whipped/sour cream,35
cat food,napkins,35
herbs,yogurt,35
ice cream,yogurt,35
canned beer,domestic eggs,35
shopping bags,specialty bar,34
beef,cat food,34
frozen potato products,whole milk,34
bottled beer,sugar,34
coffee,long life bakery product,34
newspapers,white bread,34
sausage,soft cheese,34
curd,sugar,34
onions,pip fruit,34
rolls/buns,semi-finished bread,34
hygiene articles,pork,34
long life bakery product,newspapers,34
pork,waffles,34
napkins,white bread,34
bottled beer,oil,34
cream cheese,white bread,34
detergent,soda,34
curd,white bread,34
citrus fruit,meat,34
baking powder,citrus fruit,34
packaged fruit/vegetables,root vegetables,34
citrus fruit,sliced cheese,34
chicken,curd,34
UHT-milk,sausage,34
butter milk,pastry,33
brown bread,sugar,33
ice cream,rolls/buns,33
domestic eggs,sliced cheese,33
long life bakery product,salty snack,33
mayonnaise,whole milk,33
hard cheese,napkins,33
coffee,oil,33
beef,chocolate,33
domestic eggs,meat,33
napkins,waffles,33
detergent,tropical fruit,33
cream cheese,frankfurter,33
root vegetables,soft cheese,33
shopping bags,white wine,33
curd,waffles,33
meat,tropical fruit,33
napkins,sugar,33
frankfurter,hamburger meat,33
mustard,root vegetables,33
root vegetables,specialty chocolate,33
processed cheese,sausage,33
brown bread,long life bakery product,33
bottled beer,onions,33
specialty chocolate,tropical fruit,33
citrus fruit,frozen meals,33
meat,shopping bags,33
citrus fruit,flour,32
flour,tropical fruit,32
berries,pork,32
domestic eggs,waffles,32
dishes,rolls/buns,32
semi-finished bread,shopping bags,32
frankfurter,meat,32
canned fish,yogurt,32
chicken,long life bakery product,32
beverages,pastry,32
butter milk,frankfurter,32
coffee,hygiene articles,32
fruit/vegetable juice,grapes,32
cling film/bags,other vegetables,32
brown bread,hamburger meat,32
pork,salty snack,32
specialty bar,tropical fruit,32
cream cheese,newspapers,32
butter milk,cream cheese,32
curd,long life bakery product,32
butter milk,curd,32
hamburger meat,pork,32
bottled water,red/blush wine,32
long life bakery product,margarine,32
baking powder,sugar,32
soft cheese,tropical fruit,32
frozen fish,yogurt,32
pastry,semi-finished bread,32
canned beer,chicken,32
beef,hygiene articles,32
coffee,curd,32
domestic eggs,flour,32
seasonal products,yogurt,32
chewing gum,shopping bags,32
UHT-milk,pork,32
brown bread,onions,32
mustard,other vegetables,32
canned beer,pip fruit,32
curd,flour,31
butter,sugar,31
baking powder,domestic eggs,31
newspapers,oil,31
frozen vegetables,onions,31
grapes,sausage,31
dessert,frozen vegetables,31
frankfurter,waffles,31
frankfurter,hygiene articles,31
dessert,pork,31
butter,ham,31
domestic eggs,soft cheese,31
domestic eggs,frozen meals,31
frankfurter,salty snack,31
napkins,onions,31
herbs,whipped/sour cream,31
curd,hamburger meat,31
oil,pork,31
newspapers,onions,31
processed cheese,root vegetables,31
bottled water,frozen meals,31
coffee,white bread,31
cat food,chocolate,31
newspapers,sliced cheese,31
berries,chicken,31
chocolate,margarine,31
ice cream,shopping bags,31
newspapers,sugar,31
beverages,root vegetables,31
soda,spread cheese,31
berries,brown bread,31
citrus fruit,hard cheese,31
frozen vegetables,sugar,31
other vegetables,packaged fruit/vegetables,31
spread cheese,whole milk,31
UHT-milk,frankfurter,31
other vegetables,soups,31
pasta,yogurt,31
canned beer,napkins,31
cat food,pastry,31
roll products,root vegetables,31
cake bar,rolls/buns,31
beef,oil,31
beef,onions,31
rice,root vegetables,31
chocolate marshmallow,whole milk,31
bottled beer,salty snack,31
chocolate,specialty chocolate,31
beverages,bottled water,30
coffee,waffles,30
UHT-milk,whipped/sour cream,30
pickled vegetables,sausage,30
hard cheese,pip fruit,30
bottled water,meat,30
herbs,rolls/buns,30
hamburger meat,margarine,30
bottled water,pickled vegetables,30
